"","binomial","iucn.no","family","country","rule_of_law","deathrate","hdi","gdp","geog.range","fr.in.country","num.countries"
"372","saguinus leucopus",4,"callitrichidae","colombia",-0.31,1.68824909285839,0.72,25.2261429683814,57233444452.7942,1,0
"373","saguinus martinsi",1,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,42393961440.4635,0.560386990474542,0
"374","saguinus melanoleucus",1,"callitrichidae","peru",-0.209998196300877,1.88323032846907,0.753764817287299,27.1204107141063,60056952853.0007,0.058818224414345,0.693147180559945
"375","saguinus midas",1,"callitrichidae","guyana",-0.0911653177448983,1.78701165944663,0.744313979391861,26.6935564444656,869025553358.041,0.118209753453442,1.38629436111989
"376","saguinus mystax",1,"callitrichidae","brazil",-0.262303269843949,1.86908495128322,0.750532981837311,26.9583182578814,593181884395.324,0.034090409005811,1.09861228866811
"377","saguinus niger",3,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,591624045380.493,1,0
"378","saguinus nigricollis",1,"callitrichidae","colombia",-0.444342085382356,1.73424206404031,0.728028820961207,25.3509518542291,214882017906.096,0.300635295945905,1.38629436111989
"379","saguinus oedipus",5,"callitrichidae","colombia",-0.31,1.68824909285839,0.72,25.2261429683814,52446453832.2442,1,0
"380","saguinus tripartitus",2,"callitrichidae","peru",-0.861453996794687,1.6888741850205,0.732674184012821,24.2704151561371,25872659079.521,0.337092006410626,0.693147180559945
"381","saimiri boliviensis",1,"cebidae","peru",-0.568728101426135,1.85252268281492,0.722426706796095,26.2938695006741,1382494988298.37,0.208771612992207,1.09861228866811
"382","saimiri oerstedii",3,"cebidae","panama",0.404509868034818,1.5336714470097,0.767761436412521,23.2665383850991,7346192905.47273,0.125816886608637,0.693147180559945
"383","saimiri sciureus",1,"cebidae","colombia",-0.297623621039297,1.82842792285199,0.744611839590619,26.7862355402103,4449088659600.9,0.0516098742708197,2.07944154167984
"384","saimiri ustus",2,"cebidae","bolivia",-0.195540918841151,1.88849633098208,0.754463223487263,27.170322094997,882337133633.298,0.0057717904595327,0.693147180559945
"385","saimiri vanzolinii",3,"cebidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,2950261956.67543,1,0
"386","sciurocheirus alleni",1,"galagidae","equatorial guinea",-1.00826218616402,2.43780605774334,0.514506085271287,24.6477639085099,96190412559.1177,0.0203051658935441,1.09861228866811
"387","sciurocheirus gabonensis",1,"galagidae","gabon",-0.881541010519176,2.41572425158528,0.596359239593482,22.4660907144418,684948661651.387,0.170786426056052,1.6094379124341
"388","semnopithecus ajax",4,"cercopithecidae","india",-0.06,1.98924327376169,0.609,26.9571492588601,1524877767.60508,1,0
"389","semnopithecus dussumieri",1,"cercopithecidae","india",-0.06,1.98924327376169,0.609,26.9571492588601,1150444921295,1,0
"390","semnopithecus entellus",1,"cercopithecidae","bangladesh",-0.0832075180550525,1.98077455073175,0.60758579186852,26.9235806909912,569057159002.741,0.0361137975823074,0.693147180559945
"391","semnopithecus hector",2,"cercopithecidae","bangladesh",-0.500043090251155,1.91634682877315,0.56550343745368,25.6464116494097,101574157487.775,1.19272742315287e-06,1.38629436111989
"392","semnopithecus hypoleucos",3,"cercopithecidae","india",-0.06,1.98924327376169,0.609,26.9571492588601,13441332923.0059,1,0
"393","semnopithecus priam",2,"cercopithecidae","india",-0.0384492173190416,1.9616526823341,0.633534737206014,26.7826377173511,240272267811.386,0.792175518991438,0.693147180559945
"394","semnopithecus schistaceus",1,"cercopithecidae","bhutan",-0.485069586028848,2.0346593557661,0.587170856815618,26.8070176971035,312640629209.782,0.0174007272564639,1.79175946922805
"395","simias concolor",5,"cercopithecidae","indonesia",-0.41,1.85785927093258,0.684,26.2053539584228,6044538228.61019,0.102666443001166,0
"396","symphalangus syndactylus",4,"hylobatidae","indonesia",-0.287842835224063,1.83055201309284,0.695854758234161,26.120028463291,342406079187.166,0.87465198529976,1.09861228866811
"397","tarsius bancanus",3,"tarsiidae","indonesia",-0.177415727564346,1.8027065248848,0.707167992776657,26.0334252103641,853295354379.901,7.31685566516696e-05,1.09861228866811
"398","tarsius dentatus",3,"tarsiidae","indonesia",-0.41,1.85785927093258,0.684,26.2053539584228,35277794727.3602,1,0
"400","tarsius pelengensis",4,"tarsiidae","indonesia",-0.41,1.85785927093258,0.684,26.2053539584228,2364834133.19135,1,0
"402","tarsius sangirensis",4,"tarsiidae","indonesia",-0.41,1.85785927093258,0.684,26.2053539584228,560038382.975668,1,0
"403","tarsius syrichta",2,"tarsiidae","philippines",-0.35,1.8099267731835,0.668,25.0159077029899,120827533373.277,0.00688576564913388,0
"404","tarsius tarsier",3,"tarsiidae","indonesia",-0.41,1.85785927093258,0.684,26.2053539584228,143020020200.667,0.0016945561009687,0
"405","tarsius tumpara",5,"tarsiidae","indonesia",-0.41,1.85785927093258,0.684,26.2053539584228,231908860.646525,0.5,0
"407","theropithecus gelada",1,"cercopithecidae","ethiopia",-0.44,2.10535292346434,0.442,23.6491412904187,104486275117.086,0.00821155189486436,0
"408","trachypithecus auratus",3,"cercopithecidae","indonesia",-0.41,1.85785927093258,0.684,26.2053539584228,136968848697.787,5.73883299274328e-05,0
"410","trachypithecus cristatus",2,"cercopithecidae","malaysia",-0.221193138178348,1.81353825030411,0.702736966457737,26.0684939997739,1221323999658.56,0.0268453996538669,1.09861228866811
"411","trachypithecus delacouri",5,"cercopithecidae","vietnam",-0.27,1.77664583141801,0.666,24.8872706958981,6039386778.42112,1,0
"412","trachypithecus francoisi",4,"cercopithecidae","vietnam",-0.335872422314685,2.00359335566171,0.724344145478721,28.1549908708417,249853554829.206,0.0015936788835967,0.693147180559945
"413","trachypithecus geei",4,"cercopithecidae","bhutan",0.203797040770298,1.95051650981708,0.607148792696349,26.3369724057332,7443535782.55554,0.00060374568654099,0.693147180559945
"414","trachypithecus germaini",4,"cercopithecidae","thailand",-0.617607367110645,1.97658619491922,0.610861205872517,24.3458456825523,345181301362.801,0.00539421605305448,1.6094379124341
"415","trachypithecus hatinhensis",4,"cercopithecidae","laos",-0.574237476277301,1.94412394452456,0.608321645122428,23.9868529845729,19006607864.578,0.633828075577711,0.693147180559945
"416","trachypithecus johnii",3,"cercopithecidae","india",-0.06,1.98924327376169,0.609,26.9571492588601,17091265560.186,0.694218955819342,0
"417","trachypithecus laotum",3,"cercopithecidae","laos",-0.75,2.02946317187359,0.575,22.1300547819906,5622286849.068,0.564408418727856,0
"418","trachypithecus obscurus",2,"cercopithecidae","malaysia",0.0673672829791165,1.85983166294479,0.724267789215819,25.1939310334531,261134197428.621,0.000190530444245836,1.09861228866811
"419","trachypithecus phayrei",4,"cercopithecidae","thailand",-0.668488904385972,2.02574799176437,0.618997988156901,25.9986830711095,1153977131764.36,9.82030762603694e-05,1.94591014905531
"420","trachypithecus pileatus",3,"cercopithecidae","bhutan",-0.513313462634973,1.96940609871486,0.579678384367435,26.3022172784516,306509898258.187,0.0262130298696197,1.38629436111989
"421","trachypithecus poliocephalus",5,"cercopithecidae","china",-0.331856648539107,1.99113836508387,0.720787317277495,28.0945605629873,949281608.40469,0.154128665254475,0.693147180559945
"422","trachypithecus shortridgei",4,"cercopithecidae","china",-1.04701268372305,2.0683441619221,0.573742687187699,26.6622597919885,10638665284.5989,0.196576495769267,0.693147180559945
"423","trachypithecus vetulus",4,"cercopithecidae","sri lanka",0.07,1.8099267731835,0.757,23.5768279697114,37180590917.9272,0.113282259593588,0
"424","varecia rubra",5,"lemuridae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,5295421082.30842,1,0
"425","varecia variegata",5,"lemuridae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,9789761423.00835,0.0246038426859541,0
